player_id,name,team,canonical_position,lineup_position,age,dob,height_cm,country,market_value_eur,appearances,starts,minutes,avg_rating,goals,assists,xg,xa,slug,totalShots,shotOffTarget,onTargetScoringAttempt,touches,totalPass,accuratePass,keyPass,totalLongBalls,accurateLongBalls,totalCross,accurateCross,duelWon,duelLost,aerialWon,aerialLost,totalTackle,wonTackle,interceptionWon,totalClearance,ballRecovery,possessionLostCtrl,fouls,wasFouled,dribbleValueNormalized,totalProgression,progressiveBallCarriesCount,saves,goalsPrevented,goals_p90,xg_p90,xa_p90,shots_p90,key_passes_p90,prog_carries_p90,tackles_p90,interceptions_p90,recoveries_p90,role,ga_total,xga_total,mv_millions
851511,Marcin Wasielewski,GKS Katowice,M,M,31,1994-08-23,172.0,Poland,365000.0,33,33,2937.0,6.922063329928498,2.0,4.0,1.3216,2.93605052,marcin-wasielewski,31,8.0,6.0,1656.0,1006.0,817.0,25.0,108.0,51.0,99.0,18.0,143.0,133.0,24.0,30.0,59.0,43.0,24.0,106.0,134.0,351.0,48.0,49.0,3.53,493.7625160963142,26.0,0.0,0.0,0.061,0.04,0.09,0.95,0.766,0.797,1.808,0.735,4.106,MID,6.0,4.25765052,0.365
792239,Jan Grzesik,Radomiak Radom,D,D,31,1994-10-21,178.0,Poland,410000.0,34,33,2923.0,7.030037632569278,7.0,5.0,3.4728,3.74227989,jan-grzesik,35,13.0,12.0,1916.0,1059.0,853.0,32.0,75.0,30.0,75.0,20.0,164.0,134.0,52.0,46.0,45.0,31.0,23.0,131.0,108.0,443.0,30.0,54.0,4.5,1090.599708877598,29.0,0.0,0.0,0.216,0.107,0.115,1.078,0.985,0.893,1.386,0.708,3.325,DEF,12.0,7.21507989,0.41
959616,Tamar Svetlin,MKS Korona Kielce,M,M,24,2001-07-30,175.0,Slovenia,2100000.0,33,33,2889.0,7.108307372793354,1.0,1.0,2.2123,4.76110695,tamar-svetlin,30,11.0,5.0,2028.0,1462.0,1276.0,35.0,114.0,72.0,34.0,14.0,158.0,150.0,13.0,29.0,55.0,26.0,39.0,42.0,202.0,334.0,27.0,65.0,6.96,1324.290688242036,31.0,0.0,0.0,0.031,0.069,0.148,0.935,1.09,0.966,1.713,1.215,6.293,MID,2.0,6.97340695,2.1
572744,Patryk Dziczek,Piast Gliwice,M,M,28,1998-03-25,181.0,Poland,750000.0,32,32,2880.0,7.278125,4.0,3.0,6.2375,4.5331308,patryk-dziczek,60,24.0,15.0,2700.0,1839.0,1497.0,43.0,226.0,134.0,56.0,19.0,148.0,145.0,54.0,54.0,55.0,32.0,18.0,92.0,168.0,594.0,43.0,33.0,4.7,662.6834219352158,11.0,0.0,0.0,0.125,0.195,0.142,1.875,1.344,0.344,1.719,0.562,5.25,MID,7.0,10.7706308,0.75
787905,Bartosz Wolski,Motor Lublin,M,M,29,1997-05-12,174.0,Poland,770000.0,34,34,2868.0,7.310669456066946,6.0,6.0,3.783,7.8822491,bartosz-wolski,40,10.0,17.0,1840.0,1184.0,935.0,68.0,89.0,40.0,249.0,61.0,130.0,102.0,29.0,17.0,43.0,19.0,11.0,47.0,146.0,537.0,28.0,40.0,6.68,1032.7951694190397,34.0,0.0,0.0,0.188,0.119,0.247,1.255,2.134,1.067,1.349,0.345,4.582,MID,12.0,11.6652491,0.77
865794,Patrik Hellebrand,Górnik Zabrze,M,M,27,1999-05-16,180.0,Czechia,3700000.0,33,33,2865.0,7.337486910994765,4.0,1.0,2.4966,1.30532667,patrik-hellebrand,64,29.0,14.0,2630.0,2200.0,2033.0,25.0,220.0,189.0,8.0,2.0,163.0,109.0,12.0,21.0,94.0,66.0,43.0,22.0,234.0,237.0,26.0,49.0,6.82,794.0674710568729,12.0,0.0,0.0,0.126,0.078,0.041,2.01,0.785,0.377,2.953,1.351,7.351,MID,5.0,3.80192667,3.7
175177,Jesús Imaz,Jagiellonia Białystok,M,M,35,1990-09-26,174.0,Spain,390000.0,33,32,2796.0,7.001323319027182,13.0,6.0,12.4425,4.52931117,jesus-imaz,108,33.0,54.0,1459.0,1044.0,797.0,46.0,47.0,28.0,14.0,2.0,81.0,93.0,18.0,19.0,28.0,18.0,9.0,34.0,95.0,364.0,22.0,23.0,5.57,245.7039826205129,13.0,0.0,0.0,0.418,0.401,0.146,3.476,1.481,0.418,0.901,0.29,3.058,MID,19.0,16.971811170000002,0.39
133544,Rafał Janicki,Górnik Zabrze,D,D,33,1992-07-05,188.0,Poland,310000.0,31,31,2784.0,7.122413793103448,4.0,0.0,2.7522,0.54200521,rafa-janicki,18,5.0,6.0,1928.0,1527.0,1350.0,12.0,166.0,72.0,5.0,0.0,138.0,77.0,88.0,51.0,37.0,21.0,20.0,186.0,109.0,200.0,26.0,12.0,3.02,700.074668344308,10.0,0.0,0.0,0.129,0.089,0.018,0.582,0.388,0.323,1.196,0.647,3.524,DEF,4.0,3.2942052100000003,0.31
182363,Valentin Cojocaru,Pogoń Szczecin,G,G,30,1995-10-01,195.0,Romania,770000.0,33,31,2775.0,7.28,0.0,0.0,0.0,0.0937958899999999,valentin-cojocaru,0,0.0,0.0,1409.0,976.0,639.0,0.0,523.0,195.0,0.0,0.0,36.0,3.0,17.0,1.0,2.0,1.0,0.0,44.0,321.0,357.0,0.0,19.0,0.1,266.9757432941996,0.0,132.0,6.8587,0.0,0.0,0.003,0.0,0.0,0.0,0.065,0.0,10.411,GK,0.0,0.0937958899999999,0.77
841930,Rifet Kapić,KS Lechia Gdańsk,M,M,30,1995-07-03,181.0,Bosnia & Herzegovina,880000.0,32,32,2774.0,7.084571016582553,5.0,3.0,3.5248,6.3460759,rifet-kapic,25,7.0,10.0,2270.0,1705.0,1411.0,57.0,122.0,62.0,102.0,26.0,97.0,87.0,11.0,14.0,49.0,31.0,28.0,47.0,187.0,505.0,16.0,13.0,4.54,897.194815453905,17.0,0.0,0.0,0.162,0.114,0.206,0.811,1.849,0.552,1.59,0.908,6.067,MID,8.0,9.8708759,0.88
877984,Matúš Vojtko,KS Lechia Gdańsk,D,D,25,2000-10-05,181.0,Slovakia,750000.0,31,31,2767.0,6.653451391398628,1.0,3.0,0.3255,2.3098659,matus-vojtko,14,4.0,3.0,1873.0,1101.0,810.0,23.0,163.0,38.0,126.0,29.0,109.0,91.0,32.0,23.0,56.0,31.0,16.0,129.0,115.0,558.0,34.0,13.0,1.67,868.6972628846845,16.0,0.0,0.0,0.033,0.011,0.075,0.455,0.748,0.52,1.821,0.52,3.741,DEF,4.0,2.6353659,0.75
846753,Maciej Ambrosiewicz,Bruk-Bet Termalica Nieciecza,M,M,28,1998-05-24,184.0,Poland,515000.0,33,32,2764.0,6.734768451519536,1.0,2.0,2.4787,4.21162179,maciej-ambrosiewicz,28,8.0,8.0,1829.0,1370.0,1121.0,42.0,129.0,73.0,94.0,30.0,111.0,129.0,22.0,26.0,37.0,19.0,21.0,62.0,156.0,387.0,50.0,34.0,3.14,675.344548483843,10.0,0.0,0.0,0.033,0.081,0.137,0.912,1.368,0.326,1.205,0.684,5.08,MID,3.0,6.69032179,0.515
1173623,Oskar Wójcik,Cracovia,D,D,22,2003-07-21,191.0,Poland,1600000.0,31,31,2752.0,6.933757267441861,0.0,0.0,2.0256,1.31890506,oskar-wojcik,18,9.0,4.0,2070.0,1562.0,1349.0,12.0,148.0,65.0,10.0,1.0,175.0,124.0,105.0,63.0,42.0,25.0,56.0,196.0,109.0,254.0,46.0,26.0,3.49,634.2789765659863,7.0,0.0,0.0,0.0,0.066,0.043,0.589,0.392,0.229,1.374,1.831,3.565,DEF,0.0,3.34450506,1.6
36922,Fredrik Ulvestad,Pogoń Szczecin,M,M,33,1992-06-17,183.0,Norway,245000.0,32,30,2719.0,6.998896653181316,5.0,3.0,6.3809000000000005,1.6642175,fredrik-ulvestad,35,12.0,13.0,1719.0,1310.0,1090.0,26.0,116.0,51.0,14.0,2.0,170.0,132.0,79.0,67.0,41.0,21.0,24.0,67.0,103.0,302.0,35.0,48.0,4.29,648.506186942607,12.0,0.0,0.0,0.166,0.211,0.055,1.159,0.861,0.397,1.357,0.794,3.409,MID,8.0,8.0451175,0.245
124590,Erik Janža,Górnik Zabrze,D,D,32,1993-06-21,174.0,Slovenia,530000.0,32,31,2706.0,7.199852180339986,4.0,2.0,1.7674,6.2781786,erik-janza,32,10.0,9.0,2170.0,1373.0,1159.0,58.0,147.0,88.0,215.0,51.0,103.0,70.0,14.0,18.0,46.0,23.0,26.0,61.0,87.0,464.0,19.0,37.0,3.39,601.3580782034987,7.0,0.0,0.0,0.133,0.059,0.209,1.064,1.929,0.233,1.53,0.865,2.894,DEF,6.0,8.0455786,0.53
1014498,Camilo Mena,KS Lechia Gdańsk,M,M,23,2002-10-01,175.0,Colombia,4300000.0,31,31,2701.0,7.07611995557201,5.0,8.0,5.5182,8.12050713,camilo-mena,50,11.0,19.0,1699.0,998.0,826.0,50.0,40.0,12.0,120.0,24.0,186.0,178.0,7.0,16.0,47.0,22.0,25.0,16.0,175.0,464.0,28.0,72.0,10.2,1828.679023320318,62.0,0.0,0.0,0.167,0.184,0.271,1.666,1.666,2.066,1.566,0.833,5.831,MID,13.0,13.63870713,4.3
554518,Sebastian Madejski,Cracovia,G,G,29,1997-01-02,189.0,Poland,485000.0,34,30,2700.0,6.793333333333333,0.0,0.0,0.0,0.04318158,sebastian-madejski,0,0.0,0.0,1069.0,800.0,470.0,0.0,476.0,150.0,0.0,0.0,27.0,1.0,13.0,1.0,2.0,2.0,0.0,44.0,241.0,335.0,0.0,14.0,-0.1899999999999999,173.87408693353808,0.0,78.0,-4.3384,0.0,0.0,0.001,0.0,0.0,0.0,0.067,0.0,8.033,GK,0.0,0.04318158,0.485
1152849,Sławomir Abramowicz,Jagiellonia Białystok,G,G,21,2004-06-09,188.0,Poland,4099999.0,31,30,2700.0,7.12,0.0,0.0,0.0,0.01859668,slawomir-abramowicz,0,0.0,0.0,1113.0,855.0,615.0,0.0,343.0,111.0,0.0,0.0,20.0,1.0,7.0,0.0,0.0,0.0,0.0,19.0,221.0,244.0,0.0,14.0,-1.21,57.210269541446834,0.0,94.0,1.1824999999999997,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,7.367,GK,0.0,0.01859668,4.099999
2551205,Ivan Zhelyzko,KS Lechia Gdańsk,M,M,25,2001-02-12,187.0,Ukraine,2900000.0,30,30,2697.0,7.324249165739711,7.0,5.0,2.9996,4.09576441,zhelyzko-ivan,57,17.0,18.0,2013.0,1497.0,1234.0,39.0,201.0,106.0,91.0,33.0,140.0,123.0,40.0,58.0,64.0,34.0,35.0,63.0,188.0,375.0,32.0,21.0,4.06,869.8810540628353,9.0,0.0,0.0,0.234,0.1,0.137,1.902,1.301,0.3,2.136,1.168,6.274,MID,12.0,7.09536441,2.9
971523,Juljan Shehu,Widzew Łódź,M,M,27,1998-09-06,183.0,Albania,3300000.0,32,31,2670.0,7.119363295880149,4.0,3.0,3.9632,2.57542614,juljan-shehu,54,19.0,17.0,1920.0,1290.0,1093.0,31.0,123.0,75.0,32.0,10.0,231.0,181.0,34.0,42.0,77.0,47.0,28.0,62.0,179.0,349.0,44.0,83.0,4.93,834.0723952439647,18.0,0.0,0.0,0.135,0.134,0.087,1.82,1.045,0.607,2.596,0.944,6.034,MID,7.0,6.53862614,3.3
95351,Michał Nalepa,Zagłębie Lubin,D,D,33,1993-01-22,190.0,Poland,220000.0,31,30,2666.0,7.046361590397599,2.0,1.0,3.3308,1.72761459,micha-nalepa,48,25.0,13.0,1421.0,938.0,726.0,15.0,189.0,79.0,9.0,2.0,166.0,91.0,117.0,51.0,31.0,19.0,39.0,191.0,87.0,255.0,25.0,17.0,2.01,173.3791305557848,6.0,0.0,0.0,0.068,0.112,0.058,1.62,0.506,0.203,1.047,1.317,2.937,DEF,3.0,5.05841459,0.22
826668,Josema,Górnik Zabrze,D,D,29,1996-06-06,184.0,Spain,570000.0,34,31,2658.0,7.01030850263356,0.0,0.0,0.7695,0.72315285,josema,17,10.0,3.0,1836.0,1388.0,1201.0,10.0,202.0,104.0,13.0,3.0,122.0,87.0,51.0,44.0,47.0,32.0,35.0,165.0,135.0,238.0,25.0,19.0,3.94,1182.010166907084,16.0,0.0,0.0,0.0,0.026,0.024,0.576,0.339,0.542,1.591,1.185,4.571,DEF,0.0,1.4926528499999998,0.57
1172640,Filip Luberecki,Motor Lublin,D,D,21,2005-04-25,172.0,Poland,2300000.0,33,29,2619.0,6.498090874379535,0.0,1.0,0.5401,2.18008755,filip-luberecki,12,6.0,3.0,1881.0,1224.0,1020.0,20.0,82.0,38.0,54.0,11.0,135.0,165.0,10.0,29.0,97.0,64.0,28.0,78.0,98.0,336.0,48.0,16.0,1.43,865.578793336706,15.0,0.0,0.0,0.0,0.019,0.075,0.412,0.687,0.515,3.333,0.962,3.368,DEF,1.0,2.7201875500000003,2.3
1513057,Wiktor Nowak,Wisła Płock,M,M,21,2004-09-20,187.0,Poland,1500000.0,33,29,2603.0,6.927929312331924,4.0,1.0,4.5932,3.96663387,nowak-wiktor,54,22.0,15.0,1174.0,601.0,463.0,28.0,43.0,27.0,39.0,16.0,175.0,174.0,46.0,48.0,50.0,27.0,20.0,76.0,97.0,283.0,41.0,49.0,4.49,434.8880545386983,18.0,0.0,0.0,0.138,0.159,0.137,1.867,0.968,0.622,1.729,0.692,3.354,MID,5.0,8.55983387,1.5
146924,Sebastian Kerk,MZKS Arka Gdynia,F,F,32,1994-04-17,184.0,Germany,370000.0,33,31,2587.0,7.079126401236953,4.0,7.0,3.9911,5.85869793,sebastian-kerk,40,15.0,18.0,1316.0,873.0,642.0,56.0,113.0,40.0,179.0,50.0,59.0,66.0,12.0,13.0,23.0,9.0,7.0,30.0,82.0,426.0,22.0,18.0,1.87,297.51852353555006,7.0,0.0,0.0,0.139,0.139,0.204,1.392,1.948,0.244,0.8,0.244,2.853,FWD,11.0,9.84979793,0.37
1006858,Karol Czubak,Motor Lublin,F,F,26,2000-01-25,193.0,Poland,1500000.0,32,31,2560.0,6.987382812499999,18.0,3.0,14.1478,1.28353405,karol-czubak,93,36.0,38.0,671.0,336.0,206.0,15.0,14.0,7.0,2.0,0.0,130.0,150.0,90.0,86.0,12.0,8.0,3.0,49.0,30.0,201.0,40.0,22.0,3.49,126.46999069597548,1.0,0.0,0.0,0.633,0.497,0.045,3.27,0.527,0.035,0.422,0.105,1.055,FWD,21.0,15.43133405,1.5
1048102,Bogdan Racovițan,Raków Częstochowa,D,D,25,2000-06-06,185.0,Romania,1400000.0,32,30,2547.0,6.843109540636043,0.0,1.0,1.3206,0.65946229,bogdan-racovitan,12,9.0,2.0,1915.0,1575.0,1428.0,7.0,130.0,47.0,5.0,1.0,96.0,71.0,53.0,48.0,19.0,12.0,18.0,150.0,92.0,170.0,16.0,25.0,2.24,1139.0865150254624,6.0,0.0,0.0,0.0,0.047,0.023,0.424,0.247,0.212,0.671,0.636,3.251,DEF,1.0,1.98006229,1.4
1101198,Antoni Kozubal,Lech Poznań,M,M,21,2004-08-18,177.0,Poland,4900000.0,33,30,2542.0,6.979032258064515,1.0,1.0,3.2878000000000003,1.72232219,antoni-kozubal,36,9.0,8.0,1950.0,1556.0,1351.0,19.0,117.0,73.0,6.0,2.0,138.0,131.0,29.0,42.0,64.0,39.0,29.0,54.0,120.0,273.0,45.0,30.0,3.66,900.937394853595,15.0,0.0,0.0,0.035,0.116,0.061,1.275,0.673,0.531,2.266,1.027,4.249,MID,2.0,5.010122190000001,4.9
1381816,Filip Kocaba,Zagłębie Lubin,M,M,21,2004-11-13,183.0,Poland,1400000.0,32,30,2539.0,6.766601024025207,2.0,1.0,1.3786999999999998,0.65174376,kocaba-filip,15,6.0,2.0,1141.0,721.0,524.0,8.0,103.0,45.0,14.0,2.0,139.0,141.0,35.0,35.0,41.0,25.0,26.0,88.0,94.0,264.0,69.0,55.0,1.36,238.83250861682376,3.0,0.0,0.0,0.071,0.049,0.023,0.532,0.284,0.106,1.453,0.922,3.332,MID,3.0,2.03044376,1.4
946840,Gustav Henriksson,Cracovia,D,D,28,1998-02-03,190.0,Sweden,970000.0,30,29,2537.0,6.757035869136775,1.0,1.0,1.3133,0.39686488,gustav-henriksson,9,4.0,4.0,1515.0,1208.0,1072.0,3.0,108.0,55.0,1.0,0.0,111.0,94.0,85.0,54.0,20.0,14.0,26.0,167.0,65.0,145.0,33.0,6.0,1.34,450.2419405928014,3.0,0.0,0.0,0.035,0.047,0.014,0.319,0.106,0.106,0.709,0.922,2.306,DEF,2.0,1.7101648799999998,0.97
1146194,Kamil Jakubczyk,MZKS Arka Gdynia,M,M,21,2004-08-10,182.0,Poland,960000.0,31,28,2527.0,6.852829442026118,2.0,1.0,1.6344,2.38014511,kamil-jakubczyk,27,14.0,5.0,1250.0,838.0,738.0,17.0,42.0,22.0,2.0,1.0,159.0,143.0,20.0,19.0,42.0,25.0,31.0,17.0,136.0,195.0,54.0,81.0,8.11,1688.775122015491,43.0,0.0,0.0,0.071,0.058,0.085,0.962,0.605,1.531,1.496,1.104,4.844,MID,3.0,4.01454511,0.96
851890,Adrián Diéguez,Radomiak Radom,D,D,30,1996-02-04,188.0,Spain,765000.0,29,28,2511.0,6.867622461170848,1.0,2.0,1.5633,1.69924358,adrian-dieguez,10,5.0,3.0,1905.0,1531.0,1291.0,11.0,301.0,137.0,4.0,0.0,124.0,89.0,46.0,45.0,40.0,24.0,36.0,137.0,80.0,271.0,29.0,29.0,3.89,1204.705066950161,16.0,0.0,0.0,0.036,0.056,0.061,0.358,0.394,0.573,1.434,1.29,2.867,DEF,3.0,3.26254358,0.765
915325,Amir Al-Ammari,Cracovia,M,M,28,1997-07-26,180.0,Iraq,655000.0,33,29,2505.0,6.979401197604791,1.0,4.0,1.4269,3.08209829,amir-al-ammari,21,11.0,2.0,1741.0,1304.0,1064.0,30.0,152.0,54.0,64.0,15.0,131.0,104.0,31.0,32.0,42.0,26.0,31.0,59.0,93.0,340.0,42.0,39.0,3.23,739.479364540117,14.0,0.0,0.0,0.036,0.051,0.111,0.754,1.078,0.503,1.509,1.114,3.341,MID,5.0,4.50899829,0.655
578364,Taras Romanczuk,Jagiellonia Białystok,M,M,34,1991-11-14,186.0,Poland,245000.0,32,26,2471.0,7.154674220963171,3.0,0.0,1.8055,2.64827361,taras-romanczuk,41,18.0,12.0,2012.0,1597.0,1338.0,25.0,115.0,54.0,3.0,1.0,143.0,135.0,80.0,59.0,43.0,18.0,39.0,100.0,140.0,313.0,28.0,15.0,2.9,231.7938619697186,6.0,0.0,0.0,0.109,0.066,0.096,1.493,0.911,0.219,1.566,1.42,5.099,MID,3.0,4.45377361,0.245
1150377,Constantinos Sotiriou,MKS Korona Kielce,D,D,29,1996-06-21,190.0,Cyprus,670000.0,32,28,2468.0,6.910332252836305,5.0,2.0,4.7061,1.94439404,constantinos-sotiriou,26,15.0,9.0,1608.0,1194.0,997.0,16.0,193.0,89.0,7.0,2.0,144.0,139.0,85.0,78.0,44.0,28.0,29.0,154.0,96.0,244.0,46.0,13.0,2.98,714.5132508228926,4.0,0.0,0.0,0.182,0.172,0.071,0.948,0.583,0.146,1.605,1.058,3.501,DEF,7.0,6.65049404,0.67
171011,Dominik Kun,Wisła Płock,M,M,32,1993-06-22,170.0,Poland,315000.0,34,27,2467.0,6.74219700040535,0.0,4.0,2.3999,1.89713891,dominik-kun,30,14.0,5.0,1110.0,749.0,585.0,16.0,72.0,23.0,15.0,5.0,95.0,100.0,10.0,10.0,40.0,23.0,18.0,48.0,112.0,253.0,25.0,26.0,3.43,340.3731624914232,10.0,0.0,0.0,0.0,0.088,0.069,1.094,0.584,0.365,1.459,0.657,4.086,MID,4.0,4.29703891,0.315
918481,Tomáš Bobček,KS Lechia Gdańsk,F,F,24,2001-09-08,185.0,Slovakia,7300000.0,30,28,2464.0,7.2154626623376625,20.0,6.0,19.805,2.49565314,tomas-bobcek,117,46.0,50.0,916.0,416.0,249.0,29.0,19.0,11.0,7.0,2.0,195.0,256.0,119.0,147.0,26.0,14.0,6.0,52.0,33.0,311.0,59.0,40.0,6.79,260.6968940478236,16.0,0.0,0.0,0.731,0.723,0.091,4.274,1.059,0.584,0.95,0.219,1.205,FWD,26.0,22.30065314,7.3
840521,Jonatan Braut Brunes,Raków Częstochowa,F,F,25,2000-08-07,188.0,Norway,6300000.0,32,28,2462.0,7.086474411047929,16.0,0.0,14.4119,1.26263008,jonatan-braut-brunes,80,28.0,38.0,745.0,388.0,289.0,23.0,10.0,8.0,3.0,1.0,104.0,120.0,45.0,53.0,16.0,12.0,5.0,31.0,40.0,204.0,17.0,37.0,3.74,153.7214948589895,9.0,0.0,0.0,0.585,0.527,0.046,2.924,0.841,0.329,0.585,0.183,1.462,FWD,16.0,15.67453008,6.3
903867,Isik Gabriel,Bruk-Bet Termalica Nieciecza,D,D,26,1999-06-06,187.0,Germany,365000.0,33,26,2455.0,6.654175152749491,1.0,1.0,1.8426,2.74027894,isik-gabriel,33,10.0,11.0,1664.0,1223.0,1007.0,15.0,152.0,59.0,32.0,8.0,91.0,109.0,18.0,40.0,43.0,23.0,29.0,106.0,86.0,293.0,29.0,20.0,4.21,746.2913546735846,11.0,0.0,0.0,0.037,0.068,0.1,1.21,0.55,0.403,1.576,1.063,3.153,DEF,2.0,4.5828789400000005,0.365
190171,Ivo Rodrigues,Motor Lublin,M,M,31,1995-03-30,182.0,Portugal,650000.0,31,29,2452.0,7.0570146818923325,2.0,4.0,3.1503,4.62850879,ivo-rodrigues,45,18.0,8.0,1742.0,1049.0,813.0,25.0,83.0,40.0,63.0,11.0,216.0,200.0,26.0,45.0,45.0,24.0,21.0,59.0,141.0,475.0,39.0,99.0,4.8,1150.1565032811,30.0,0.0,0.0,0.073,0.116,0.17,1.652,0.918,1.101,1.652,0.771,5.175,MID,6.0,7.778808789999999,0.65
